,country,year,div,fa_risky_frac,fl_risky_frac,fa_safe_frac,fl_safe_frac,fdia_frac,fdil_frac,risky_frac_assets,safe_frac_liabilities,weight1,weight2
4696,MEX,2004,17.9293969819,3.39418995094,15.0224425841,7.1951129746,10.2470484542,2.70084680956,10.6585702333,32.0530064614,40.5510678417,1943801.69108,759562.543749
4697,MEX,2005,19.7473943773,3.61084634397,17.8573209517,7.97234100684,10.0542804521,2.8762193893,12.0623716618,31.173167062,36.0218688518,2138996.13544,848569.393774
4698,MEX,2006,18.6162207766,3.5864009934,18.3200803281,6.91591718386,8.41004304782,2.84350231187,11.4224154369,34.1486606373,31.4627917333,2598976.61413,951692.988579
4699,MEX,2007,18.9300755417,3.88945726914,17.4080295,7.85767044922,8.70499386493,3.17121453078,11.3107019505,33.1098576809,33.3358330181,2896874.03489,1035045.34144
4700,MEX,2008,16.3135638492,2.68368905506,13.8472218821,7.67547960942,8.42073715182,2.30860873788,8.45275537763,25.9064133617,37.8154869919,3084739.2695,1093757.69075
4701,MEX,2009,20.7554030882,4.11177159883,18.180798878,9.80212832974,9.41610736987,3.49328800808,12.4436338752,29.5515392517,34.1201556627,2662844.63672,882828.15301
4702,MEX,2010,25.5295330307,5.41626670456,21.8007891784,11.7512902733,12.0907199051,4.52015158674,15.0929598431,31.5494319403,35.6747758719,2807397.49806,1034146.32258
4703,MEX,2011,22.2568909238,4.26318390516,17.4019741639,11.0139213517,11.8347024268,3.56953319123,12.7164085352,27.9057048667,40.4789593307,3145323.64686,1158306.47391
4704,MDA,1970,,,,,,,,,,,
4705,MDA,1971,,,,,,,,,,,
4706,MDA,1972,,,,,,,,,,,
4707,MDA,1973,,,,,,,,,,,
4708,MDA,1974,,,,,,,,,,,
4709,MDA,1975,,,,,,,,,,,
4710,MDA,1976,,,,,,,,,,,
4711,MDA,1977,,,,,,,,,,,
4712,MDA,1978,,,,,,,,,,,
4713,MDA,1979,,,,,,,,,,,
4714,MDA,1980,,,,,,,,,,,
4715,MDA,1981,,,,,,,,,,,
4716,MDA,1982,,,,,,,,,,,
4717,MDA,1983,,,,,,,,,,,
4718,MDA,1984,,,,,,,,,,,
4719,MDA,1985,,,,,,,,,,,
4720,MDA,1986,,,,,,,,,,,
4721,MDA,1987,,,,,,,,,,,
4722,MDA,1988,,,,,,,,,,,
4723,MDA,1989,,,,,,,,,,,
4724,MDA,1990,,,,,,,,,,,
4725,MDA,1991,,,,,,,,,,,
4726,MDA,1992,,,,,,,,,,3427.64420282,863.558621578
4727,MDA,1993,,,,,,,,,,4352.28244039,1110.36586334
4728,MDA,1994,11.0201467294,0.390348130932,0.628464750491,6.12362098054,14.8978595969,0.381974326604,0.613434845286,5.9924774627,95.9522631601,5077.12108795,1158.19066584
4729,MDA,1995,13.7765736935,0.336859339783,1.70393190663,8.66555171993,16.8468044207,0.329833930716,1.69690649756,3.74187912047,90.8147478539,6081.33226847,1441.32145558
4730,MDA,1996,14.3365724229,0.354082586248,1.77796588743,8.93919581577,17.6019005564,0.348191280419,1.76542798016,3.81009339149,90.8257061906,7287.64905115,1694.19970634
4731,MDA,1997,14.7479305736,0.311373859855,2.62680149498,8.36493871633,18.1927470761,0.306290736986,2.54833893172,3.5887810302,87.3830045545,8604.13237375,1928.13228629
4732,MDA,1998,16.49799034,0.331850454145,3.78040239927,6.55483416735,22.3288936593,0.326264710877,3.63173569382,4.81872588022,85.5208566681,8324.19540704,1696.58187432
4733,MDA,1999,22.2132358459,0.408019532094,5.80029510171,9.96449618877,28.2536608692,0.40118121562,5.59935380224,3.93366029104,82.9673383419,7053.74807958,1171.71728322
4734,MDA,2000,24.3380619028,0.411331950656,8.11530668709,11.1581120338,28.9913731341,0.40446173791,7.90655791518,3.5553303271,78.1297956966,7126.34728854,1288.3919438
4735,MDA,2001,21.4309491801,0.357943703122,8.58942878562,9.96206377002,23.9524621014,0.351995767706,8.37499808831,3.46844422404,73.6050101839,8013.96303023,1480.90090989
4736,MDA,2002,23.0471703737,0.359903215022,9.83640162294,11.0207712083,24.877264701,0.354035227821,9.6179319456,3.16240674001,71.6641811005,8196.99586757,1661.91944229
4737,MDA,2003,22.4358967435,0.331069254662,10.0546857234,10.555826367,23.930212142,0.324211979296,9.82729847228,3.04098859921,70.4142535216,8975.72254843,1980.55940997
4738,MDA,2004,17.5750125667,0.245027893132,8.48821386521,9.5881777976,16.8286055774,0.234425724679,8.28392578604,2.49184142831,66.4720369616,11763.8484435,2597.93285328
4739,MDA,2005,18.3297700409,0.251225779831,9.40656842822,10.4059475371,16.5957983367,0.226310826459,9.20932504736,2.35733972189,63.8241837243,12777.5769502,2988.3325099
4740,MDA,2006,19.8040939958,0.219685433731,10.4213025508,11.196523247,17.77067676,0.194756018004,10.1511128639,1.92432916981,63.0345126324,14474.351714,3408.44574281
4741,MDA,2007,20.2379061824,0.273644850517,11.623122565,11.8183603945,16.7606845547,0.25135593839,11.3655887216,2.26302292277,59.0501636515,19200.3014081,4401.1390225
4742,MDA,2008,18.9698201806,0.280644160373,12.1119340881,10.1964929161,15.3505691967,0.263398382303,11.8766229942,2.67863404214,55.8964674032,25573.4956584,6054.78182423
4743,MDA,2009,22.3378177473,0.350803305216,14.0465914768,11.5831267483,18.6951139642,0.328731206781,13.7797847684,2.93954551136,57.0987787972,23644.7654135,5437.71707522
4744,MDA,2010,25.2594506773,0.388434656381,15.6336435557,12.8273646642,21.6694584784,0.361031389527,15.3226297795,2.939168846,58.0902319024,23320.1980031,5813.39783187
4745,MDA,2011,24.1920127352,0.421855561031,14.5407510986,12.406950864,21.0144679467,0.396940179912,14.2007347083,3.28834614113,59.1037504788,27337.7953481,7017.74270521
4746,MNG,1970,,,,,,,,,,1916.44691635,1557.15001285
4747,MNG,1971,,,,,,,,,,2258.91901201,1630.13314807
4748,MNG,1972,,,,,,,,,,2615.48411479,1688.95479309
4749,MNG,1973,,,,,,,,,,3013.68788556,1839.3740923
4750,MNG,1974,,,,,,,,,,3382.97464167,1916.99654543
4751,MNG,1975,,,,,,,,,,3807.33321013,2041.8317351
4752,MNG,1976,,,,,,,,,,4230.35651751,2121.55016164
4753,MNG,1977,,,,,,,,,,4665.34716673,2286.70936776
4754,MNG,1978,,,,,,,,,,5425.84593208,2458.66958572
4755,MNG,1979,,,,,,,,,,6053.01509364,2563.51596747
4756,MNG,1980,,,,,,,,,,5983.22016246,2727.59016597
4757,MNG,1981,,,,,,,,,,7695.13265686,2853.82785277
4758,MNG,1982,,,,,,,,,,7382.38106795,2962.7495595
4759,MNG,1983,,,,,,,,,,6902.88757686,3071.16237417
4760,MNG,1984,,,,,,,,,,5922.55666831,2836.83977894
4761,MNG,1985,,,,,,,,,,7206.94742526,3294.48676212
4762,MNG,1986,,,,,,,,,,7985.58073799,3636.36369113
4763,MNG,1987,,,,,,,,,,8739.33859653,4086.22298243
4764,MNG,1988,,,,,,,,,,8870.92085938,4103.9039007
4765,MNG,1989,,,,,,,,,,10004.029455,4275.17545558
4766,MNG,1990,,,,,,,,,,4396.46932512,2678.31340583
4767,MNG,1991,,,,,,,,,,6512.78725037,2820.97034375
4768,MNG,1992,3.84881657346,0.0,0.0518548407187,1.87165168257,5.77412662363,0.0,0.0518548407187,0.0,99.1099381102,3811.09482584,1566.42600989
4769,MNG,1993,8.08392564135,0.0,0.402477755753,4.40482304375,11.3605504832,0.0,0.402477755753,0.0,96.5784511643,2459.41362668,771.760273839
4770,MNG,1994,9.11516973667,0.0,0.585849104443,5.13817980327,12.5063105656,0.0,0.585849104443,0.0,95.5251912656,2907.55177142,925.813914398
4771,MNG,1995,8.12168264873,0.0,0.741034652025,5.04032749928,10.4620031462,0.0,0.741034652025,0.0,93.3854132658,3595.04133728,1452.15648099
4772,MNG,1996,8.75697522894,0.0,1.21430089078,5.11288092856,11.1867686385,0.0,1.21430089078,0.0,90.2080954557,3552.48659388,1345.71865433
4773,MNG,1997,11.878813258,0.0,2.04042299726,8.30536845588,13.4118350629,0.0,2.04042299726,0.0,86.7953085607,3359.23900036,1180.93046563
4774,MNG,1998,11.489723815,0.0,2.5703638748,4.08087420482,16.3282095503,0.0,2.5703638748,0.0,86.3991645455,3660.05808763,1124.44020439
4775,MNG,1999,13.2578401138,0.0,3.42292945252,5.47836352475,17.6143872504,0.0,3.42292945252,0.0,83.729248835,3741.71480315,1057.40910612
4776,MNG,2000,13.7132455579,0.0,4.49484660574,6.3759607524,16.5556837576,0.0,4.49484660574,0.0,78.6473474627,4129.84138962,1136.89974897
4777,MNG,2001,11.954617448,0.0,4.71416815843,4.8246510429,14.3704156947,0.0,4.71416815843,0.0,75.2985540858,4914.12535377,1268.0489552
4778,MNG,2002,12.799493318,0.0,5.34352881059,5.74243923167,14.5130185937,0.0,5.34352881059,0.0,73.0893357148,5908.95823096,1396.55584574
4779,MNG,2003,12.3588190386,0.0,5.95058275729,5.22920495795,13.5378503619,0.0,5.95058275729,0.0,69.4660790794,7712.96914712,1595.29735581
4780,MNG,2004,9.21721242158,0.0283296399273,5.04739379553,3.62561440614,9.73308700156,0.0,5.04739379553,0.775316741858,65.850949879,10787.9937461,1989.73899968
4781,MNG,2005,7.32104512043,0.0,4.36896275579,3.79058496562,6.48254251946,0.0,4.35587147265,0.0,59.7386478192,16356.062155,2523.81362551
4782,MNG,2006,7.59987613561,0.0,5.05425050681,5.06994067043,5.07556109397,0.0,5.0440853365,0.0,50.1051874803,20670.5579456,3421.15830974
4783,MNG,2007,8.67902268043,0.0570088361697,5.89686568137,6.50114554648,4.90302529685,0.0558309393314,5.89686568137,0.869281704018,45.3988406618,23806.9706672,4235.06302599
4784,MNG,2008,8.09644755428,0.134145148026,8.81104703855,3.08302090246,4.16468201953,0.0710453461337,8.79418452412,4.16966814647,32.0959385087,30484.3612074,5606.61676149
4785,MNG,2009,13.642641677,0.342790455206,10.7667609288,6.93771017862,9.23802179147,0.30974363247,10.7498009755,4.70833631431,46.1790658797,26223.3567245,4574.41442548
4786,MNG,2010,21.2059801126,0.547959087529,18.0548915375,12.2421077954,11.5670018047,0.496406001358,17.8201252039,4.28425505938,39.0488267279,32449.5478685,6243.91248856
4787,MNG,2011,28.3408042761,0.717034614144,27.136367631,17.7550143883,11.0731919188,0.659746364993,26.8621292308,3.8817275444,28.9801611148,41934.0884689,8708.65668164
4788,,1970,,,,,,,,,,,
4789,,1971,,,,,,,,,,,
4790,,1972,,,,,,,,,,,
4791,,1973,,,,,,,,,,,
4792,,1974,,,,,,,,,,,
4793,,1975,,,,,,,,,,,
4794,,1976,,,,,,,,,,,
4795,,1977,,,,,,,,,,,
4796,,1978,,,,,,,,,,,
4797,,1979,,,,,,,,,,,
4798,,1980,,,,,,,,,,,
4799,,1981,,,,,,,,,,,
4800,,1982,,,,,,,,,,,
4801,,1983,,,,,,,,,,,
4802,,1984,,,,,,,,,,,
4803,,1985,,,,,,,,,,,
4804,,1986,,,,,,,,,,,
4805,,1987,,,,,,,,,,,
4806,,1988,,,,,,,,,,,
4807,,1989,,,,,,,,,,,
4808,,1990,,,,,,,,,,,
4809,,1991,,,,,,,,,,,
4810,,1992,,,,,,,,,,,
4811,,1993,,,,,,,,,,,
4812,,1994,,,,,,,,,,,
4813,,1995,,,,,,,,,,,
4814,,1996,,,,,,,,,,,
4815,,1997,,,,,,,,,,,
4816,,1998,,,,,,,,,,,
4817,,1999,,,,,,,,,,,
4818,,2000,,,,,,,,,,,
4819,,2001,,,,,,,,,,,1159.93073523
4820,,2002,,,,,,,,,,,1284.74344663
4821,,2003,,,,,,,,,,,1707.69427092
4822,,2004,,,,,,,,,,,2076.04816133
4823,,2005,,,,,,,,,,,2261.03785047
4824,,2006,,,,,,,,,,,2698.38593899
4825,,2007,,,,,,,,,,,3673.94357864
4826,,2008,,,,,,,,,,,4541.15769695
4827,,2009,,,,,,,,,,,4151.88030101
4828,,2010,,,,,,,,,,,4118.48595604
4829,,2011,,,,,,,,,,,4499.89597233
4830,,1970,,,,,,,,,,,
4831,,1971,,,,,,,,,,,
4832,,1972,,,,,,,,,,,
4833,,1973,,,,,,,,,,,
4834,,1974,,,,,,,,,,,
4835,,1975,,,,,,,,,,,
4836,,1976,,,,,,,,,,,
4837,,1977,,,,,,,,,,,
4838,,1978,,,,,,,,,,,
4839,,1979,,,,,,,,,,,
4840,,1980,,,,,,,,,,,26.0657432976
4841,,1981,,,,,,,,,,,29.2565837224
4842,,1982,,,,,,,,,,,32.2939805263
4843,,1983,,,,,,,,0.0,100.0,,34.4618634783
4844,,1984,,,,,,,,0.0,100.0,,37.113684004
4845,,1985,,,,,,,,0.0,100.0,,39.1910745641
4846,,1986,,,,,,,,0.0,60.2694442712,,42.1773234944
4847,,1987,,,,,,,,0.0,31.1870002083,,45.458656311
4848,,1988,,,,,,,,0.0,18.2219044214,,51.5845977924
4849,,1989,,,,,,,,0.0,17.9330392943,,58.7295622948
4850,,1990,,,,,,,,0.0,16.7934509789,,71.3001358549
4851,,1991,,,,,,,,0.0,16.298562291,,59.9807179731
4852,,1992,,,,,,,,0.0,16.2480446268,,61.1925291332
4853,,1993,,,,,,,,0.0,14.5035136298,,61.1453157114
4854,,1994,,,,,,,,0.0,9.58638428509,,67.4955209465
4855,,1995,,,,,,,,0.0,12.9884286034,,63.7184472007
4856,,1996,,,,,,,,0.0,12.9081979455,,52.0213219443
4857,,1997,,,,,,,,0.0,11.8980922595,,43.4678236908
4858,,1998,,,,,,,,0.0,14.4797426755,,39.8835380842
4859,,1999,,,,,,,,0.0,11.4754630212,,37.6212282885
4860,,2000,,,,,,,,0.0,21.8392963346,,35.9785107407
4861,,2001,,,,,,,,0.0,20.0466118029,,35.9471762963
4862,,2002,,,,,,,,0.0,17.8865144383,,39.8364325926
4863,,2003,,,,,,,,0.0,17.0651674986,,41.2988903704
4864,,2004,,,,,,,,0.0,17.3945787817,,44.0119722222
4865,,2005,,,,,,,,0.0,20.6159112736,,48.8070488889
4866,,2006,,,,,,,,0.0,28.7193236921,,51.5501007407
4867,,2007,,,,,,,,0.0,36.1676226491,,53.7984996296
4868,,2008,,,,,,,,0.0,36.3849575058,,57.2195244444
4869,,2009,,,,,,,,0.0,35.7406468425,,59.4540677778
4870,,2010,,,,,,,,0.0,33.5868486067,,55.5825937037
4871,,2011,,,,,,,,0.0,35.3857525338,,58.3015385185
4872,MAR,1970,,,,,,,,,74.3016217947,2860.4596976,3785.32255098
4873,MAR,1971,,,,,,,,,74.7720313405,3182.39978695,4178.27871267
4874,MAR,1972,,,,,,,,,74.5789770855,3763.93938321,4859.71197026
4875,MAR,1973,,,,,,,,,74.6944052518,4691.46783468,5885.99291252
4876,MAR,1974,,,,,,,,,78.4205677599,5856.45035443,7431.39559667
4877,MAR,1975,,,,,,,,,83.635503148,7777.5763128,9000.5401422
4878,MAR,1976,,,,,,,,,87.7662369394,8465.48311411,9584.29602167
4879,MAR,1977,,,,,,,,,91.8974668238,10924.8470178,11049.7843068
4880,MAR,1978,,,,,,,,,92.3736810337,13382.2253992,13236.9467102
4881,MAR,1979,,,,,,,,,94.185597747,16353.3244331,15911.9939802
4882,MAR,1980,,,,,,,,,94.6873500469,20430.6311872,18820.5890565
4883,MAR,1981,,,,,,,,,95.0260780719,17825.4135109,15280.3128507
4884,MAR,1982,,,,,,,,,95.3510717675,17917.5750507,15423.766906
4885,MAR,1983,,,,,,,,,95.7032210068,16903.0530317,13941.5261019
4886,MAR,1984,,,,,,,,,96.0107546809,16572.7003471,12751.200301
4887,MAR,1985,,,,,,,,,96.2399183133,18019.4244078,12870.2603891
4888,MAR,1986,,,,,,,,,96.2816104033,24203.6269066,16994.4831198
4889,MAR,1987,,,,,,,,,95.8587532113,29214.6025875,18745.9582599
4890,MAR,1988,,,,,,,,,95.9010318473,34827.2719113,22198.7955055
4891,MAR,1989,,,,,,,,,94.9472098393,39781.5678911,22847.7268159
4892,MAR,1990,,,,,,,,,93.9154766401,52596.8595364,25820.2359818
4893,MAR,1991,,,,,,,,,92.1875566059,57145.4501414,27836.5598314
4894,MAR,1992,,,,,,,,,90.7302335634,65375.136668,28450.9201646
4895,MAR,1993,,,,,,,,,87.9762896319,71668.9119977,26801.8921264
4896,MAR,1994,,,,,,,,,84.1170464698,84911.5807079,30352.09718
4897,MAR,1995,,,,,,,,,82.2276110645,112793.79329,32985.2717767
4898,MAR,1996,,,,,,,,,79.6007417876,132781.925366,36638.8537545
4899,MAR,1997,,,,,,,,,74.1559435145,118211.545777,33414.3839403
4900,MAR,1998,,,,,,,,,72.5344463445,132121.457253,40021.6948818
4901,MAR,1999,,,,,,,,,71.3841528802,130849.237582,39734.0212997
4902,MAR,2000,,,,,,,,,69.4287135624,121494.673722,37021.8774509
4903,MAR,2001,,,,,,,,,59.2852594813,117673.55719,37724.7583048
4904,MAR,2002,20.2690791624,0.47638053017,11.3413072934,14.5722287375,14.1482417637,0.403401634523,10.795606879,3.16561166349,55.5060496832,124093.714471,40417.6427443
4905,MAR,2003,21.5188829797,0.517777035541,13.7026981124,15.9440942503,12.8731965612,0.428740376389,13.0911089741,3.14531092214,48.4393722933,143885.974915,49822.6343559
4906,MAR,2004,20.6490152069,0.533891874898,13.8410767486,15.9374672279,10.9855945625,0.433623595293,12.7634583335,3.24133468019,44.2491642348,168797.523342,56947.9083072
4907,MAR,2005,18.1657064765,0.473915799704,12.8278151803,14.3810764879,8.64860548497,0.37501862448,11.6914600792,3.19027967519,40.2702369253,189245.73057,59523.8019141
4908,MAR,2006,20.6459355479,0.599325686704,15.6890352268,16.8571732529,8.14633692929,0.515828228319,14.6570545757,3.43325250256,34.1775109528,217291.103061,65640.2171544
4909,MAR,2007,20.6361020675,0.9194603028,17.1608137208,15.2888465598,7.90308355165,0.547852644472,15.8206580862,5.67277205815,31.5317425129,265682.327115,75223.2575172
4910,MAR,2008,16.5267679815,0.898585715998,14.4704645653,10.7546888162,6.92979686556,0.577174761242,13.3800507511,7.71101473252,32.3818327544,323074.428069,88879.240548
4911,MAR,2009,18.5690614012,0.885080222353,15.93444686,11.6102668189,8.7083289012,0.641366546038,14.6719929201,7.08327843504,35.3382629684,325474.585793,90907.2743295
4912,MAR,2010,19.2853310481,0.995965445724,16.9281237765,10.9905691227,9.65600375126,0.665873921912,15.6839288055,8.30903577712,36.3224399265,329397.131522,90770.6714317
4913,MAR,2011,16.4868956327,0.82096094609,14.8375590565,8.40113409179,8.91413717103,0.591962344764,13.8286548042,8.90210893206,37.5305287068,368463.616056,99211.3935507
4914,MOZ,1970,,,,,,,,,,0.0,0.0
4915,MOZ,1971,,,,,,,,,,0.0,0.0
4916,MOZ,1972,,,,,,,,,,0.0,0.0
4917,MOZ,1973,,,,,,,,,,0.0,0.0
4918,MOZ,1974,,,,,,,,,,0.0,0.0
4919,MOZ,1975,,,,,,,,,,0.0,0.0
4920,MOZ,1976,,,,,,,,,,0.0,0.0
4921,MOZ,1977,,,,,,,,,,0.0,0.0
4922,MOZ,1978,,,,,,,,,,0.0,0.0
4923,MOZ,1979,,,,,,,,,,0.0,0.0
4924,MOZ,1980,8.23256153234,0.0,0.189629720398,4.756820634,11.5186727103,0.0,0.189629720398,0.0,98.3803824549,0.0,0.0
4925,MOZ,1981,13.8402185304,0.0,0.262918465781,4.69012031785,22.7273982771,0.0,0.262918465781,0.0,98.8563947651,0.0,0.0
4926,MOZ,1982,15.4432781493,0.0,0.286408101524,1.9863586164,28.6137895807,0.0,0.286408101524,0.0,99.0089752857,0.0,0.0
4927,MOZ,1983,19.2267052222,0.0,0.3510815003,1.86546330699,36.236865637,0.0,0.3510815003,0.0,99.040444934,0.0,0.0
4928,MOZ,1984,24.4128952849,0.0,0.327220264559,2.32330281206,46.1752674932,0.0,0.327220264559,0.0,99.2963381524,0.0,0.0
4929,MOZ,1985,19.0567735361,0.0,0.23246406137,1.80571723497,36.0753657758,0.0,0.23246406137,0.0,99.3597412393,0.0,0.0
4930,MOZ,1986,20.1158723578,0.0,0.0188183652899,2.00411746564,38.2088088846,0.0,0.0188183652899,0.0,99.950772866,0.0,0.0
4931,MOZ,1987,79.6645770802,0.0,0.330005104594,12.2154500008,146.783699055,0.0,0.330005104594,0.0,99.7756802424,0.0,0.0
4932,MOZ,1988,138.912950151,0.0,0.834826408931,22.6906326211,254.300441271,0.0,0.834826408931,0.0,99.6727906665,0.0,0.0
4933,MOZ,1989,214.525340325,0.0,1.49138735086,38.2880743751,389.271218925,0.0,1.49138735086,0.0,99.6183392866,0.0,0.0
4934,MOZ,1990,65.6068992756,0.0,0.662865466738,13.0633747945,117.48755829,0.0,0.662865466738,0.0,99.4389647996,0.0,0.0
4935,MOZ,1991,203.557608947,0.0,3.69464431983,36.4431918055,366.977381768,0.0,3.69464431983,0.0,99.0032578507,0.0,0.0
4936,MOZ,1992,-1463.10623529,-0.0,-38.3641864773,-302.984597514,-2584.86368659,-0.0,-38.3641864773,0.0,98.5375198674,0.0,0.0
4937,MOZ,1993,-566.653819767,-0.0,-20.4410107217,-109.873524521,-1002.99310429,-0.0,-20.4410107217,0.0,98.0027037968,0.0,0.0
4938,MOZ,1994,-537.875617794,-0.0,-24.6786034525,-101.738377318,-949.334254817,-0.0,-24.6786034525,0.0,97.4662959279,0.0,0.0
4939,MOZ,1995,-673.987191129,-0.0,-73.4365159395,-136.645867156,-1137.89199916,-0.0,-73.4365159395,0.0,93.9375227262,0.0,0.0
4940,MOZ,1996,417.004109465,0.0,49.1991873153,106.667146875,678.141884739,0.0,49.1991873153,0.0,93.2357474085,0.0,0.0
4941,MOZ,1997,143.443964482,0.0,19.8174867176,49.9700082988,217.100433947,0.0,19.5459041369,0.0,91.6352943408,0.0,0.0
4942,MOZ,1998,156.847444641,0.0,27.828679452,56.6878915805,229.178318249,0.0,27.569169725,0.0,89.1720148864,0.0,0.0
4943,MOZ,1999,136.817214814,0.0,37.4115630302,44.9187949505,191.304071648,0.0,37.1819341292,0.0,83.6427609845,0.0,0.0
4944,MOZ,2000,165.479072684,0.0,47.5115004882,57.2360477001,226.21059718,0.0,47.2521966588,0.0,82.6424315417,0.0,0.0
4945,MOZ,2001,231.138794892,0.0,77.4718775667,83.2273707721,301.578341445,0.0,76.9098542508,0.0,79.5615795267,0.0,0.0
4946,MOZ,2002,160.994026512,0.0,67.9059899663,74.2522820242,179.829781034,0.0,66.7670821456,0.0,72.5893480412,0.0,0.0
4947,MOZ,2003,176.061653213,0.0,85.3037938587,66.6593766956,200.160135871,0.0,85.1928948276,0.0,70.1174877193,0.0,0.0
4948,MOZ,2004,109.890399905,0.611636992019,53.5301937258,45.6675612879,119.971407805,0.0,53.5061705939,1.32162400118,69.1471472001,0.0,0.0
4949,MOZ,2005,94.0167083294,0.536186480036,47.1887188557,38.4471890497,101.861322273,0.0,46.8604454599,1.37542342793,68.340351671,0.0,0.0
4950,MOZ,2006,58.0456113862,0.43418143337,33.0014676666,28.9640371366,53.6915365359,0.00477959228049,32.7763646548,1.47689708591,61.9329518337,0.0,0.0
4951,MOZ,2007,102.203974264,0.835114096138,46.7165922998,45.6744609764,111.181781155,0.00782025781759,45.4425689,1.79557455607,70.4135063094,0.0,0.0
4952,MOZ,2008,80.1001982271,0.419171324518,38.1700721362,37.0776857311,84.5334672624,0.00611762603995,37.073583737,1.11788389063,68.8924440784,0.0,0.0
4953,MOZ,2009,74.4423468655,0.482146460023,38.9226189945,39.5558983874,69.9240298891,0.0153989279863,36.7664679157,1.20422079015,64.2408660315,0.0,0.0
4954,MOZ,2010,116.980868001,0.705438370089,68.6108498054,59.3368846379,105.308563188,0.0229910110544,65.6613332092,1.17490186047,60.5502061993,0.0,0.0
4955,MOZ,2011,91.5729882606,0.36969694279,68.556914851,44.4886779503,69.7306867771,-0.076621758323,66.6165898966,0.824142523378,50.4243952142,0.0,0.0
4956,,1970,,,,,,,,0.0,94.2840306423,,1936.98
4957,,1971,,,,,,,,0.0,94.4071588367,,2013.03
4958,,1972,,,,,,,,0.0,95.3106737108,,1884.61
4959,,1973,,,,,,,,0.0,96.5915636117,,2682.45
4960,,1974,,,,,,,,0.0,96.8575399189,,3495.91
4961,,1975,,,,,,,,0.0,96.0396312096,,3656.11
4962,,1976,,,,,,,,0.0,96.2578665418,,4467.19
4963,,1977,,,,,,,,0.0,97.7663044318,,4447.35
4964,,1978,,,,,,,,0.0,98.5962833079,,4937.97
4965,,1979,,,,,,,,0.0,98.95125704,,5676.74
4966,,1980,,,,,,,,0.0,99.1788437367,,6255.22
4967,,1981,,,,,,,,0.0,99.1788437367,,6295.96
4968,,1982,,,,,,,,0.0,99.3042458363,,6355.25
4969,,1983,,,,,,,,0.0,99.3989747953,,6557.48
4970,,1984,,,,,,,,0.0,99.3674365146,,6694.74
4971,,1985,,,,,,,,0.0,99.5185435228,,7333.26
4972,,1986,,,,,,,,0.0,99.6005752966,,8853.94
4973,,1987,,,,,,,,0.0,99.6935923245,,11274.58
4974,,1988,,,,,,,,0.0,99.7063326938,,12620.62
4975,,1989,,,,,,,,0.0,98.5009096787,,19875.98
4976,,1990,,,,,,,,0.0,95.8178685786,,2788.5
4977,,1991,,,,,,,,0.0,92.3755889262,,2377.35
4978,,1992,,,,,,,,0.0,90.9403344159,,2684.1
4979,,1993,,,,,,,,0.0,90.1561481616,,3138.52
4980,,1994,,,,,,,,0.0,88.9295331958,,4119.69
4981,,1995,,,,,,,,0.0,82.670786287,,5486.51
4982,,1996,,,,,,,,0.0,78.9883859713,,4955.38
4983,,1997,,,,,,,,0.0,75.1240215894,,4656.21
4984,,1998,,,,,,,,0.0,72.3169203309,,6459.4621037
4985,,1999,,,,,,,,0.0,71.368043716,,8486.83366611
4986,,2000,,,,,,,,0.0,69.7716282613,,8905.0689507
4987,,2001,,,,,,,,0.0,69.4140854929,,6477.78977406
4988,,2002,,,,,,,,0.0,68.1385324775,,6777.63277784
4989,,2003,,,,,,,,0.0,67.8693918838,,10467.1091522
4990,,2004,,,,,,,,0.0,66.2719328844,,10567.3547269
4991,,2005,,,,,,,,0.0,65.8620853815,,11986.9716021
4992,,2006,,,,,,,,0.0,66.0855089929,,14502.5543781
4993,,2007,,,,,,,,0.0,70.8758166055,,20182.4769478
4994,,2008,,,,,,,,0.0,67.9520073465,,31366.7360836
4995,,2009,,,,,,,,0.0,65.1773901363,,35225.4989681
4996,,2010,,,,,,,,0.0,64.798316995,,45380.4105223
4997,,2011,,,,,,,,0.0,62.9455816186,,51443.6554181
4998,NAM,1970,,,,,,,,,,1207.71279329,754.398538085
4999,NAM,1971,,,,,,,,,,1390.99056218,837.292843953
5000,NAM,1972,,,,,,,,,,1486.97456837,846.216963176
5001,NAM,1973,,,,,,,,,,1973.14087344,1066.9271334
5002,NAM,1974,,,,,,,,,,2520.96227791,1302.84989004
5003,NAM,1975,,,,,,,,,,2833.61233726,1389.39964658
5004,NAM,1976,,,,,,,,,,2819.89863488,1333.74968201
5005,NAM,1977,,,,,,,,,,3349.22897935,1482.69348223
5006,NAM,1978,,,,,,,,,,4078.50347856,1708.79327943
5007,NAM,1979,,,,,,,,,,5305.27970125,2112.44449597
5008,NAM,1980,,,,,,,,,,7417.02300862,3008.76676496
5009,NAM,1981,,,,,,,,,,6224.14806473,2301.14310027
5010,NAM,1982,,,,,,,,,,5933.91616329,2047.61235345
5011,NAM,1983,,,,,,,,,,5461.90913644,1881.79290753
5012,NAM,1984,,,,,,,,,,4552.03344884,1586.41247069
5013,NAM,1985,,,,,,,,,,3930.59056108,1321.08901112
5014,NAM,1986,,,,,,,,,,4442.81881712,1489.16849378
5015,NAM,1987,,,,,,,,,,4517.20376545,1887.86495257
5016,NAM,1988,,,,,,,,,,4773.67469301,2076.04469856
